N,Time
17591,0.142271
17601,0.142163
17611,0.139925
17621,0.141724
17631,0.139578
17641,0.142082
17651,0.143083
17661,0.146041
17671,0.142648
17681,0.143281
17691,0.140470
17701,0.141567
17711,0.143679
17721,0.144528
17731,0.141057
17741,0.142272
17751,0.144008
17761,0.140796
17771,0.140589
17781,0.145888
17791,0.144660
17801,0.144864
17811,0.143087
17821,0.143852
17831,0.140210
17841,0.145140
17851,0.145053
17861,0.144421
17871,0.144572
17881,0.142645
17891,0.143741
17901,0.145134
17911,0.145440
17921,0.142947
17931,0.147389
17941,0.143079
17951,0.145130
17961,0.145411
17971,0.145044
17981,0.144435
17991,0.145220
18001,0.145967
18011,0.145649
18021,0.143000
18031,0.146731
18041,0.142483
18051,0.144228
18061,0.145301
18071,0.144462
18081,0.150037
18091,0.143781
18101,0.147026
18111,0.144140
18121,0.146834
18131,0.144466
18141,0.144928
18151,0.143839
18161,0.149194
18171,0.145641
18181,0.146754
18191,0.146505
18201,0.147830
18211,0.149014
18221,0.147497
18231,0.148058
18241,0.148852
18251,0.148067
18261,0.145833
18271,0.148107
18281,0.147742
18291,0.145646
18301,0.146945
18311,0.146287
18321,0.145425
18331,0.147894
18341,0.146654
18351,0.146922
18361,0.148530
18371,0.147410
18381,0.149641
18391,0.151532
18401,0.148924
18411,0.149257
18421,0.149053
18431,0.149041
18441,0.150897
18451,0.146460
18461,0.150181
18471,0.146201
18481,0.150177
18491,0.152321
18501,0.150278
18511,0.150436
18521,0.153680
18531,0.148981
18541,0.147751
18551,0.149498
18561,0.150260
18571,0.150751
18581,0.150728
18591,0.150938
18601,0.147575
18611,0.151340
18621,0.151063
18631,0.151947
18641,0.147846
18651,0.148783
18661,0.150081
18671,0.147994
18681,0.150107
18691,0.147418
18701,0.150620
18711,0.151424
18721,0.152073
18731,0.151088
18741,0.152373
18751,0.151836
18761,0.153784
18771,0.148552
18781,0.152358
18791,0.153140
18801,0.151843
18811,0.152588
18821,0.150129
18831,0.149975
18841,0.151189
18851,0.151999
18861,0.151103
18871,0.149146
18881,0.152996
18891,0.150214
18901,0.153466
18911,0.151204
18921,0.152685
18931,0.153306
18941,0.150694
18951,0.151392
18961,0.151703
18971,0.149899
18981,0.151694
18991,0.155558
19001,0.154869
19011,0.154142
19021,0.150635
19031,0.154649
19041,0.155097
19051,0.156854
19061,0.150854
19071,0.150260
19081,0.154365
19091,0.151751
19101,0.153104
19111,0.156258
19121,0.154959
19131,0.155537
19141,0.157485
19151,0.152805
19161,0.156097
19171,0.151991
19181,0.152898
19191,0.153576
19201,0.155550
19211,0.152119
19221,0.152483
19231,0.155163
19241,0.156372
19251,0.155210
19261,0.157337
19271,0.156294
19281,0.157862
19291,0.157830
19301,0.156308
19311,0.157526
19321,0.153884
19331,0.155183
19341,0.156579
19351,0.157468
19361,0.155681
19371,0.160260
19381,0.156363
19391,0.158164
19401,0.158047
19411,0.154687
19421,0.158099
19431,0.158858
19441,0.154093
19451,0.157238
19461,0.154350
19471,0.158599
19481,0.154747
19491,0.154310
19501,0.155861
19511,0.157541
19521,0.156079
19531,0.159287
19541,0.159566
19551,0.159290
19561,0.158332
19571,0.156833
19581,0.160223
19591,0.155220
19601,0.160618
19611,0.159646
19621,0.159966
19631,0.157152
19641,0.164408
19651,0.156857
19661,0.159638
19671,0.162114
19681,0.158927
19691,0.155794
19701,0.159708
19711,0.159901
19721,0.156493
19731,0.158666
19741,0.157039
19751,0.159695
19761,0.159647
19771,0.160149
19781,0.160618
19791,0.157639
19801,0.160592
19811,0.159865
19821,0.160530
19831,0.159912
19841,0.160302
19851,0.163816
19861,0.162389
19871,0.158693
19881,0.165465
19891,0.161257
19901,0.163926
19911,0.158184
19921,0.158831
19931,0.158323
19941,0.162301
19951,0.164929
19961,0.161577
19971,0.161899
19981,0.165099
19991,0.158143
20001,0.159297
20011,0.162618
20021,0.164930
20031,0.161198
20041,0.162450
20051,0.161326
20061,0.161809
20071,0.163275
20081,0.161114
20091,0.161308
20101,0.164408
20111,0.162665
20121,0.162826
20131,0.168116
20141,0.161258
20151,0.163885
20161,0.164166
20171,0.164073
20181,0.164895
20191,0.164145
20201,0.160421
20211,0.164019
20221,0.166390
20231,0.163854
20241,0.159704
20251,0.164342
20261,0.164373
20271,0.166753
20281,0.163842
20291,0.167364
20301,0.163632
20311,0.163999
20321,0.164528
20331,0.163679
20341,0.166892
20351,0.160730
20361,0.167293
20371,0.164688
20381,0.164054
20391,0.161096
20401,0.165466
20411,0.160781
20421,0.165306
20431,0.162017
20441,0.162986
20451,0.162697
20461,0.166207
20471,0.162535
20481,0.162409
20491,0.164949
20501,0.165870
20511,0.168178
20521,0.162774
20531,0.163783
20541,0.164843
20551,0.162979
20561,0.163069
20571,0.165818
20581,0.166620
20591,0.166977
20601,0.165715
20611,0.163819
20621,0.164069
20631,0.164728
20641,0.164882
20651,0.163594
20661,0.161420
20671,0.164527
20681,0.163516
20691,0.164229
20701,0.162936
20711,0.164034
20721,0.163252
20731,0.162341
20741,0.164106
20751,0.164150
20761,0.163790
20771,0.163984
20781,0.164311
20791,0.164099
20801,0.162764
20811,0.165754
20821,0.163713
20831,0.165164
20841,0.163514
20851,0.165177
20861,0.164439
20871,0.163945
20881,0.164414
20891,0.164676
20901,0.164112
20911,0.165984
20921,0.165144
20931,0.164443
20941,0.164071
20951,0.165968
20961,0.165491
20971,0.165151
20981,0.166853
20991,0.165102
21001,0.165176
21011,0.165983
21021,0.165055
21031,0.166428
21041,0.166226
21051,0.164978
21061,0.166626
21071,0.165135
21081,0.165818
21091,0.165238
21101,0.166388
21111,0.165735
21121,0.166679
21131,0.167389
21141,0.167406
21151,0.166917
21161,0.167875
21171,0.167251
21181,0.168017
21191,0.169535
21201,0.172046
21211,0.173464
21221,0.167115
21231,0.168404
21241,0.167996
21251,0.168112
21261,0.168843
21271,0.168272
21281,0.168968
21291,0.167225
21301,0.166956
21311,0.167761
21321,0.167161
21331,0.168100
21341,0.167339
21351,0.168074
21361,0.169317
21371,0.168687
21381,0.168495
21391,0.169844
21401,0.168182
21411,0.169680
21421,0.168770
21431,0.168561
21441,0.169346
21451,0.168771
21461,0.168533
21471,0.168599
21481,0.169119
21491,0.168919
21501,0.168943
21511,0.169862
21521,0.169013
21531,0.171242
21541,0.170190
21551,0.168668
21561,0.170458
21571,0.169778
21581,0.169627
21591,0.170073
21601,0.171088
21611,0.170439
21621,0.171688
21631,0.169406
21641,0.171126
21651,0.171250
21661,0.170611
21671,0.171179
21681,0.173547
21691,0.171519
21701,0.171318
21711,0.171063
21721,0.171013
21731,0.170631
21741,0.171268
21751,0.172822
21761,0.171656
21771,0.172380
21781,0.172014
21791,0.171288
21801,0.172746
21811,0.172057
21821,0.173212
21831,0.172640
21841,0.172166
21851,0.172934
21861,0.172166
21871,0.171968
21881,0.172969
21891,0.172610
21901,0.172808
21911,0.173051
21921,0.174170
21931,0.173826
21941,0.173750
21951,0.173071
21961,0.173996
21971,0.174196
21981,0.175094
21991,0.173349
22001,0.174046
22011,0.175008
22021,0.173204
22031,0.174249
22041,0.174556
22051,0.174086
22061,0.173561
22071,0.175056
22081,0.173130
22091,0.175015
22101,0.174917
22111,0.175821
22121,0.175517
22131,0.174702
22141,0.173988
22151,0.175656
22161,0.174891
22171,0.174790
22181,0.174626
22191,0.174748
22201,0.175190
22211,0.173887
22221,0.175135
22231,0.174770
22241,0.175955
22251,0.176617
22261,0.179837
22271,0.175288
22281,0.175122
22291,0.176587
22301,0.176064
22311,0.175597
22321,0.175717
22331,0.176134
22341,0.175554
22351,0.176078
22361,0.178795
22371,0.176209
22381,0.174860
22391,0.176644
22401,0.176788
22411,0.177668
22421,0.176380
22431,0.176760
22441,0.177842
22451,0.177687
22461,0.176108
22471,0.177129
22481,0.175960
22491,0.177750
22501,0.176755
22511,0.178372
22521,0.178503
22531,0.176508
22541,0.176593
22551,0.176788
22561,0.178621
22571,0.178309
22581,0.177451
22591,0.176456
22601,0.178299
22611,0.178561
22621,0.177090
22631,0.179349
22641,0.178530
22651,0.178836
22661,0.180471
22671,0.178863
22681,0.178487
22691,0.178465
22701,0.179065
22711,0.178654
22721,0.178543
22731,0.181147
22741,0.184094
22751,0.179286
22761,0.178994
22771,0.179200
22781,0.178655
22791,0.180297
22801,0.181506
22811,0.180365
22821,0.178415
22831,0.179219
22841,0.181379
22851,0.180516
22861,0.179276
22871,0.181351
22881,0.181193
22891,0.180925
22901,0.180961
22911,0.180010
22921,0.183176
22931,0.182714
22941,0.180324
22951,0.180122
22961,0.181483
22971,0.182152
22981,0.182748
22991,0.180897
23001,0.181131
23011,0.180942
23021,0.181178
23031,0.181982
23041,0.181356
23051,0.182300
23061,0.181407
23071,0.181707
23081,0.181112
23091,0.182543
23101,0.181319
23111,0.183115
23121,0.182308
23131,0.182145
23141,0.182463
23151,0.182222
23161,0.183853
23171,0.183431
23181,0.181588
23191,0.183048
23201,0.183691
23211,0.182588
23221,0.182333
23231,0.182457
23241,0.183504
23251,0.182349
23261,0.185246
23271,0.183453
23281,0.184133
23291,0.182645
23301,0.185152
23311,0.183221
23321,0.183540
23331,0.183707
23341,0.184347
23351,0.186029
23361,0.184536
23371,0.185091
23381,0.184020
23391,0.185870
23401,0.183055
23411,0.184373
23421,0.184232
23431,0.184572
23441,0.185423
23451,0.184639
23461,0.184185
23471,0.184365
23481,0.185078
23491,0.184847
23501,0.184392
23511,0.184801
23521,0.185105
23531,0.183930
23541,0.185327
23551,0.185531
23561,0.185454
23571,0.185084
23581,0.187128
23591,0.185483
23601,0.186208
23611,0.185796
23621,0.186679
23631,0.186091
23641,0.186431
23651,0.187045
23661,0.186191
23671,0.187086
23681,0.188832
23691,0.186844
23701,0.186860
23711,0.186474
23721,0.189159
23731,0.187235
23741,0.185490
23751,0.186091
23761,0.187986
23771,0.187073
23781,0.187668
23791,0.186751
23801,0.187810
23811,0.187511
23821,0.186952
23831,0.188858
23841,0.187834
23851,0.187558
23861,0.189961
23871,0.188545
23881,0.187782
23891,0.187874
23901,0.189282
23911,0.187576
23921,0.188983
23931,0.188181
23941,0.189465
23951,0.187837
23961,0.188484
23971,0.191000
23981,0.187827
23991,0.189826
24001,0.191020
24011,0.188297
24021,0.189662
24031,0.189718
24041,0.191005
24051,0.189277
24061,0.189575
24071,0.189945
24081,0.189153
24091,0.189059
24101,0.188745
24111,0.188915
24121,0.188761
24131,0.189930
24141,0.189485
24151,0.191928
24161,0.189807
24171,0.190024
24181,0.190027
24191,0.190055
24201,0.190382
24211,0.190271
24221,0.191150
24231,0.190283
24241,0.190347
24251,0.190049
24261,0.191860
24271,0.190275
24281,0.192337
24291,0.191681
24301,0.190499
24311,0.190664
24321,0.191588
24331,0.192039
24341,0.191863
24351,0.190720
24361,0.191664
24371,0.190287
24381,0.191290
24391,0.191482
24401,0.192291
24411,0.193219
24421,0.191923
24431,0.191543
24441,0.193116
24451,0.192258
24461,0.192124
24471,0.192548
24481,0.193994
24491,0.192667
24501,0.192753
24511,0.192804
24521,0.192432
24531,0.192525
24541,0.191941
24551,0.193606
24561,0.193096
24571,0.194465
24581,0.193677
24591,0.193409
24601,0.194374
24611,0.193751
24621,0.194384
24631,0.194062
24641,0.193213
24651,0.194630
24661,0.194585
24671,0.193331
24681,0.194680
24691,0.195496
24701,0.194636
24711,0.195518
24721,0.194608
24731,0.194882
24741,0.193735
24751,0.196110
24761,0.195068
24771,0.195471
24781,0.195310
24791,0.195277
24801,0.195886
24811,0.195357
24821,0.195474
24831,0.195850
24841,0.195213
24851,0.195507
24861,0.196050
24871,0.195570
24881,0.195546
24891,0.195150
24901,0.198488
24911,0.195866
24921,0.196834
24931,0.194773
24941,0.195070
24951,0.197051
24961,0.196416
24971,0.197878
24981,0.199835
24991,0.198134
25001,0.197504
25011,0.196817
25021,0.196862
25031,0.197772
25041,0.197162
25051,0.197593
25061,0.199301
25071,0.196160
25081,0.197881
25091,0.197468
25101,0.196718
25111,0.198066
25121,0.197303
25131,0.199509
25141,0.198207
25151,0.197818
25161,0.200679
25171,0.197865
25181,0.198412
25191,0.198288
25201,0.199570
25211,0.197898
25221,0.199087
25231,0.198233
25241,0.199072
25251,0.199244
25261,0.198209
25271,0.199519
25281,0.199168
25291,0.199187
25301,0.199141
25311,0.199133
25321,0.198085
25331,0.200526
25341,0.198917
25351,0.199309
25361,0.200173
25371,0.200305
25381,0.199930
25391,0.199715
25401,0.200197
25411,0.198676
25421,0.199312
25431,0.199797
25441,0.201317
25451,0.200549
25461,0.199810
25471,0.201734
25481,0.201060
25491,0.200482
25501,0.200642
25511,0.201498
25521,0.199830
25531,0.200232
25541,0.200743
25551,0.200976
25561,0.201409
25571,0.201646
25581,0.201931
25591,0.201133
25601,0.201821
25611,0.201818
25621,0.202893
25631,0.204861
25641,0.202529
25651,0.201343
25661,0.200553
25671,0.200642
25681,0.202255
25691,0.202585
25701,0.202286
25711,0.201851
25721,0.203220
25731,0.202392
25741,0.201932
25751,0.202750
25761,0.203380
25771,0.202217
25781,0.201978
25791,0.204468
25801,0.202739
25811,0.202382
25821,0.202544
25831,0.202895
25841,0.202843
25851,0.202937
25861,0.205071
25871,0.202988
25881,0.202489
25891,0.204381
25901,0.202762
25911,0.204182
25921,0.202631
25931,0.205448
25941,0.204837
25951,0.203400
25961,0.206463
25971,0.203994
25981,0.204714
25991,0.204049
26001,0.205215
26011,0.204964
26021,0.206967
26031,0.205545
26041,0.204697
26051,0.205816
26061,0.204981
26071,0.204344
26081,0.205333
26091,0.203921
26101,0.206505
26111,0.205731
26121,0.204876
26131,0.205238
26141,0.205261
26151,0.205369
26161,0.205863
26171,0.206699
26181,0.205698
26191,0.206250
26201,0.207163
26211,0.205804
26221,0.206138
26231,0.206352
26241,0.207224
26251,0.207324
26261,0.212921
26271,0.207457
26281,0.207219
26291,0.207056
26301,0.205758
26311,0.206291
26321,0.207651
26331,0.206442
26341,0.207492
26351,0.208151
26361,0.208912
26371,0.207436
26381,0.207407
26391,0.207763
26401,0.208033
26411,0.208066
26421,0.208380
26431,0.209200
26441,0.208062
26451,0.208700
26461,0.207513
26471,0.207661
26481,0.208344
26491,0.209071
26501,0.208601
26511,0.208007
26521,0.208788
26531,0.207933
26541,0.209932
26551,0.210168
26561,0.208655
26571,0.209617
26581,0.207888
26591,0.207841
26601,0.209195
26611,0.210356
26621,0.208634
26631,0.208887
26641,0.209842
26651,0.210580
26661,0.210830
26671,0.209655
26681,0.210057
26691,0.209192
26701,0.208986
26711,0.209756
26721,0.210387
26731,0.210571
26741,0.211702
26751,0.209781
26761,0.211088
26771,0.210928
26781,0.210096
26791,0.211985
26801,0.212062
26811,0.210712
26821,0.210494
26831,0.211684
26841,0.210214
26851,0.210722
26861,0.211886
26871,0.212858
26881,0.216212
26891,0.212448
26901,0.212401
26911,0.211568
26921,0.211508
26931,0.212595
26941,0.212107
26951,0.211025
26961,0.212340
26971,0.212161
26981,0.212190
26991,0.212215
27001,0.212694
27011,0.214522
27021,0.212743
27031,0.213364
27041,0.211908
27051,0.212123
27061,0.211975
27071,0.212554
27081,0.212981
27091,0.213860
27101,0.212120
27111,0.212415
27121,0.214464
27131,0.214070
27141,0.215529
27151,0.212898
27161,0.214207
27171,0.216677
27181,0.213826
27191,0.213801
27201,0.213804
27211,0.213731
27221,0.213780
27231,0.213787
27241,0.214471
27251,0.213699
27261,0.214300
27271,0.214638
27281,0.217937
27291,0.214204
27301,0.215412
27311,0.215397
27321,0.215066
27331,0.216365
27341,0.213380
27351,0.216278
27361,0.215142
27371,0.215581
27381,0.216669
27391,0.215760
27401,0.215478
27411,0.215695
27421,0.215372
27431,0.215048
27441,0.215833
27451,0.215062
27461,0.216768
27471,0.215577
27481,0.216920
27491,0.216772
27501,0.217113
27511,0.215817
27521,0.216851
27531,0.216404
27541,0.216371
27551,0.216334
27561,0.217362
27571,0.216384
27581,0.216017
27591,0.217018
27601,0.216328
27611,0.217523
27621,0.216738
27631,0.217272
27641,0.217289
27651,0.217591
27661,0.218048
27671,0.217229
27681,0.218514
27691,0.217532
27701,0.217575
27711,0.222968
27721,0.224857
27731,0.218065
27741,0.217898
27751,0.218588
27761,0.219309
27771,0.219519
27781,0.218427
27791,0.218210
27801,0.224131
27811,0.224692
27821,0.219642
27831,0.219202
27841,0.219432
27851,0.220806
27861,0.220987
27871,0.220424
27881,0.219740
27891,0.218692
27901,0.218919
27911,0.219598
27921,0.220181
27931,0.219891
27941,0.219025
27951,0.219829
27961,0.220700
27971,0.221326
27981,0.219343
27991,0.221904
28001,0.220240
28011,0.220980
28021,0.220165
28031,0.220468
28041,0.221917
28051,0.220744
28061,0.222083
28071,0.222781
28081,0.220940
28091,0.221789
28101,0.222634
28111,0.222302
28121,0.221661
28131,0.220889
28141,0.222711
28151,0.221461
28161,0.221482
28171,0.222222
28181,0.221925
28191,0.221886
28201,0.222780
28211,0.220821
28221,0.221301
28231,0.223520
28241,0.222122
28251,0.224045
28261,0.222898
28271,0.221845
28281,0.222517
28291,0.223771
28301,0.223705
28311,0.222433
28321,0.224988
28331,0.224008
28341,0.223019
28351,0.223195
28361,0.225504
28371,0.223922
28381,0.223134
28391,0.224902
28401,0.222921
28411,0.222580
28421,0.223199
28431,0.223500
28441,0.223971
28451,0.223204
28461,0.224391
28471,0.224878
28481,0.224503
28491,0.223521
28501,0.223706
28511,0.223551
28521,0.225354
28531,0.225455
28541,0.223921
28551,0.223958
28561,0.224424
28571,0.225244
28581,0.224408
28591,0.224735
28601,0.223731
28611,0.225813
28621,0.224811
28631,0.224050
28641,0.225451
28651,0.224589
28661,0.224064
28671,0.224828
28681,0.225237
28691,0.224659
28701,0.225428
28711,0.226327
28721,0.226063
28731,0.226270
28741,0.225263
28751,0.227381
28761,0.225670
28771,0.226092
28781,0.226242
28791,0.226390
28801,0.226683
28811,0.225864
28821,0.225699
28831,0.226314
28841,0.226629
28851,0.226710
28861,0.226363
28871,0.227435
28881,0.229019
28891,0.229253
28901,0.227436
28911,0.226945
28921,0.228030
28931,0.227647
28941,0.228408
28951,0.229442
28961,0.228376
28971,0.228402
28981,0.227598
28991,0.228528
29001,0.228436
29011,0.228899
29021,0.227845
29031,0.229157
29041,0.228198
29051,0.228629
29061,0.228529
29071,0.228584
29081,0.229339
29091,0.228811
29101,0.229034
29111,0.229604
29121,0.232005
29131,0.231066
29141,0.228945
29151,0.229429
29161,0.229538
29171,0.229777
29181,0.229732
29191,0.229682
29201,0.230737
29211,0.229474
29221,0.230498
29231,0.228945
29241,0.230513
29251,0.232703
29261,0.229863
29271,0.231087
29281,0.231597
29291,0.230253
29301,0.231177
29311,0.230040
29321,0.230746
29331,0.231735
29341,0.231449
29351,0.231397
29361,0.230320
29371,0.230595
29381,0.230451
29391,0.232817
29401,0.231375
29411,0.231612
29421,0.230822
29431,0.232568
29441,0.232109
29451,0.231199
29461,0.231880
29471,0.231225
29481,0.232141
29491,0.232134
29501,0.235447
29511,0.232740
29521,0.232162
29531,0.232446
29541,0.232105
29551,0.231242
29561,0.232617
29571,0.234085
29581,0.232750
29591,0.232895
29601,0.233756
29611,0.232273
29621,0.232029
29631,0.231536
29641,0.232108
29651,0.232765
29661,0.232230
29671,0.233313
29681,0.233597
29691,0.233325
29701,0.234005
29711,0.234015
29721,0.233777
29731,0.233297
29741,0.233182
29751,0.233356
29761,0.234727
29771,0.233525
29781,0.235120
29791,0.236312
29801,0.234231
29811,0.234471
29821,0.234257
29831,0.234506
29841,0.235134
29851,0.233620
29861,0.234715
29871,0.234338
29881,0.236988
29891,0.235152
29901,0.235443
29911,0.235378
29921,0.235161
29931,0.235347
29941,0.234532
29951,0.235203
29961,0.236664
29971,0.236379
29981,0.234700
29991,0.235608
30001,0.236593
30011,0.235538
30021,0.236056
30031,0.236093
30041,0.236614
30051,0.236279
30061,0.236992
30071,0.235848
30081,0.237053
30091,0.237745
30101,0.237572
30111,0.237142
30121,0.237418
30131,0.238508
30141,0.236729
30151,0.236827
30161,0.236180
30171,0.237547
30181,0.237136
30191,0.237003
30201,0.236430
30211,0.238590
30221,0.239490
30231,0.237510
30241,0.238613
30251,0.239287
30261,0.238504
30271,0.238280
30281,0.238237
30291,0.239429
30301,0.237499
30311,0.238705
30321,0.237889
30331,0.239329
30341,0.238022
30351,0.238610
30361,0.237877
30371,0.238312
30381,0.238535
30391,0.238802
30401,0.238725
30411,0.240121
30421,0.240852
30431,0.239981
30441,0.240041
30451,0.239430
30461,0.240254
30471,0.239584
30481,0.238826
30491,0.238890
30501,0.239379
30511,0.240448
30521,0.239408
30531,0.242841
30541,0.238734
30551,0.240320
30561,0.239743
30571,0.239469
30581,0.242101
30591,0.240469
30601,0.240420
30611,0.239866
30621,0.241498
30631,0.241489
30641,0.241596
30651,0.240511
30661,0.242670
30671,0.240974
30681,0.240607
30691,0.241661
30701,0.240083
30711,0.240888
30721,0.241190
30731,0.241293
30741,0.241212
30751,0.241632
30761,0.242880
30771,0.242779
30781,0.242424
30791,0.242540
30801,0.242102
30811,0.242565
30821,0.242259
30831,0.243267
30841,0.242467
30851,0.243144
30861,0.243777
30871,0.242795
30881,0.244021
30891,0.244450
30901,0.243161
30911,0.242116
30921,0.243356
30931,0.244295
30941,0.242322
30951,0.243545
30961,0.243103
30971,0.242244
30981,0.245405
30991,0.243344
31001,0.246263
31011,0.243656
31021,0.246422
31031,0.243531
31041,0.244351
31051,0.244547
31061,0.243476
31071,0.244096
31081,0.244313
31091,0.244667
31101,0.245035
31111,0.245573
31121,0.245442
31131,0.245036
31141,0.244577
31151,0.245220
31161,0.244858
31171,0.244468
31181,0.244930
31191,0.245515
31201,0.245782
31211,0.246512
31221,0.244723
31231,0.246011
31241,0.245803
31251,0.246094
31261,0.244378
31271,0.245379
31281,0.247009
31291,0.246535
31301,0.246823
31311,0.246337
31321,0.246066
31331,0.246618
31341,0.246471
31351,0.247231
31361,0.248098
31371,0.246733
31381,0.246909
31391,0.246673
31401,0.247865
31411,0.246885
31421,0.246228
31431,0.247737
31441,0.246621
31451,0.248049
31461,0.248044
31471,0.247125
31481,0.247975
31491,0.248311
31501,0.247845
31511,0.247797
31521,0.247705
31531,0.247769
31541,0.247926
31551,0.247698
31561,0.248202
31571,0.248466
31581,0.248459
31591,0.248014
31601,0.248063
31611,0.247349
31621,0.248608
31631,0.249068
31641,0.248031
31651,0.259038
31661,0.249419
31671,0.248385
31681,0.248614
31691,0.249753
31701,0.249678
31711,0.249359
31721,0.248581
31731,0.249000
31741,0.250605
31751,0.248365
31761,0.248951
31771,0.249103
31781,0.249814
31791,0.249808
31801,0.248203
31811,0.250549
31821,0.250836
31831,0.251253
31841,0.249781
31851,0.250250
31861,0.250550
31871,0.251461
31881,0.252086
31891,0.251350
31901,0.250428
31911,0.250460
31921,0.251708
31931,0.251601
31941,0.250974
31951,0.251037
31961,0.252040
31971,0.250517
31981,0.250703
31991,0.252509
32001,0.252714
32011,0.252797
32021,0.251740
32031,0.251057
32041,0.252636
32051,0.250906
32061,0.250725
32071,0.252466
32081,0.251835
32091,0.254469
32101,0.253199
32111,0.252145
32121,0.253847
32131,0.254130
32141,0.252617
32151,0.260517
32161,0.253356
32171,0.252865
32181,0.253693
32191,0.254223
32201,0.254551
32211,0.254964
32221,0.254114
32231,0.253652
32241,0.252984
32251,0.254629
32261,0.253263
32271,0.254954
32281,0.254528
32291,0.253106
32301,0.254721
32311,0.254668
32321,0.253974
32331,0.255149
32341,0.256580
32351,0.255155
32361,0.256475
32371,0.255846
32381,0.255001
32391,0.256608
32401,0.255666
32411,0.255569
32421,0.255830
32431,0.254718
32441,0.256181
32451,0.256417
32461,0.254101
32471,0.257325
32481,0.256486
32491,0.257772
32501,0.256123
32511,0.255484
32521,0.256907
32531,0.256170
32541,0.256290
32551,0.255804
32561,0.258230
32571,0.255643
32581,0.257771
32591,0.257010
32601,0.256562
32611,0.256146
32621,0.255771
32631,0.256355
32641,0.256210
32651,0.256878
32661,0.257074
32671,0.256199
32681,0.257374
32691,0.255749
32701,0.257778
32711,0.257109
32721,0.256681
32731,0.256111
32741,0.256865
32751,0.257033
32761,0.260162
32771,0.257491
32781,0.257017
32791,0.257197
32801,0.257420
32811,0.258005
32821,0.258019
32831,0.257223
32841,0.257785
32851,0.260511
32861,0.259383
32871,0.263952
32881,0.258218
32891,0.260808
32901,0.258856
32911,0.258537
32921,0.259653
32931,0.258850
32941,0.258395
32951,0.258733
32961,0.259400
32971,0.259634
32981,0.258982
32991,0.258778
33001,0.260402
33011,0.259232
33021,0.260479
33031,0.259778
33041,0.259930
33051,0.261029
33061,0.260858
33071,0.259539
33081,0.260879
33091,0.260520
33101,0.259873
33111,0.260585
33121,0.261855
33131,0.261599
33141,0.261297
33151,0.260968
33161,0.259991
33171,0.261077
33181,0.260773
33191,0.261452
33201,0.261893
33211,0.262453
33221,0.263224
33231,0.260931
33241,0.261599
33251,0.262175
33261,0.262428
33271,0.262269
33281,0.263460
33291,0.262127
33301,0.262732
33311,0.262334
33321,0.262527
33331,0.262875
33341,0.263175
33351,0.262253
33361,0.263373
33371,0.262595
33381,0.262941
33391,0.262131
33401,0.263034
33411,0.261601
33421,0.262873
33431,0.262505
33441,0.263494
33451,0.263333
33461,0.264040
33471,0.262553
33481,0.261807
33491,0.263799
33501,0.263400
33511,0.263514
33521,0.263579
33531,0.263990
33541,0.263804
33551,0.264044
33561,0.264225
33571,0.262737
33581,0.263988
33591,0.262494
33601,0.264681
33611,0.265007
33621,0.263800
33631,0.264233
33641,0.264021
33651,0.265281
33661,0.266373
33671,0.264012
33681,0.266299
33691,0.264353
33701,0.263866
33711,0.263821
33721,0.264940
33731,0.265995
33741,0.264146
33751,0.265674
33761,0.265148
33771,0.265185
33781,0.264434
33791,0.265964
33801,0.264738
33811,0.265469
33821,0.265203
33831,0.265004
33841,0.266684
33851,0.266351
33861,0.266529
33871,0.267485
33881,0.267709
33891,0.265347
33901,0.266001
33911,0.266199
33921,0.267401
33931,0.267690
33941,0.267897
33951,0.266927
33961,0.268287
33971,0.266750
33981,0.267019
33991,0.266832
34001,0.267729
34011,0.267861
34021,0.267033
34031,0.267870
34041,0.268351
34051,0.267604
34061,0.266482
34071,0.267873
34081,0.269354
34091,0.269227
34101,0.270724
34111,0.268501
34121,0.268268
34131,0.267782
34141,0.268743
34151,0.269513
34161,0.270170
34171,0.269224
34181,0.269192
34191,0.268792
34201,0.269272
34211,0.269631
34221,0.269847
34231,0.272146
34241,0.269863
34251,0.270057
34261,0.269208
34271,0.268685
34281,0.269936
34291,0.270405
34301,0.269704
34311,0.269595
34321,0.269209
34331,0.270271
34341,0.269240
34351,0.270737
34361,0.270092
34371,0.271346
34381,0.269471
34391,0.269684
34401,0.270427
34411,0.270653
34421,0.270612
34431,0.270515
34441,0.271852
34451,0.271828
34461,0.270052
34471,0.269859
34481,0.272329
34491,0.271247
34501,0.270174
34511,0.271489
34521,0.271131
34531,0.271948
34541,0.271127
34551,0.271466
34561,0.271575
34571,0.272241
34581,0.270909
34591,0.270964
34601,0.270583
34611,0.272818
34621,0.272602
34631,0.272102
34641,0.273079
34651,0.272201
34661,0.272811
34671,0.272674
34681,0.273377
34691,0.272908
34701,0.272143
34711,0.272680
34721,0.271758
34731,0.274096
34741,0.273279
34751,0.271928
34761,0.273370
34771,0.273276
34781,0.273214
34791,0.273407
34801,0.273357
34811,0.274212
34821,0.273203
34831,0.273080
34841,0.273425
34851,0.273717
34861,0.272682
34871,0.273697
34881,0.272846
34891,0.274290
34901,0.274171
34911,0.274099
34921,0.273352
34931,0.276227
34941,0.276038
34951,0.274572
34961,0.275618
34971,0.275176
34981,0.276059
34991,0.274741
35001,0.276015
35011,0.275394
35021,0.275235
35031,0.274665
35041,0.275585
35051,0.274635
35061,0.276923
35071,0.275585
