N,Time
87014,0.671667
87214,0.708667
87414,0.664333
87614,0.590000
87814,0.639667
88014,0.615000
88214,0.562333
88414,0.566667
88614,0.575000
88814,0.694667
89014,0.726667
89214,0.716000
89414,0.677000
89614,0.697333
89814,0.737000
90014,0.659667
90214,0.574333
90414,0.654000
90614,0.615333
90814,0.715000
91014,0.684667
91214,0.674333
91414,0.609333
91614,0.665000
91814,0.694000
92014,0.565000
92214,0.655333
92414,0.744667
92614,0.588333
92814,0.607333
93014,0.672667
93214,0.649667
93414,0.732333
93614,0.779667
93814,0.565333
94014,0.590000
94214,0.599000
94414,0.697667
94614,0.746000
94814,0.667000
95014,0.712000
95214,0.697000
95414,0.818000
95614,0.712667
95814,0.561000
96014,0.674667
96214,0.659333
96414,0.744667
96614,0.626000
96814,0.784333
97014,0.820667
97214,0.843333
97414,0.600333
97614,0.650000
97814,0.706333
98014,0.700000
98214,0.774333
98414,0.650667
98614,0.772333
98814,0.709333
99014,0.700000
99214,0.793667
99414,0.615333
99614,0.716000
99814,0.724000
100014,0.648333
100214,0.806000
100414,0.765333
100614,0.778667
100814,0.790333
101014,0.707667
101214,0.649000
101414,0.717333
101614,0.760333
101814,0.694333
102014,0.785000
102214,0.734667
102414,0.777667
102614,0.832667
102814,0.640000
103014,0.689667
103214,0.701000
103414,0.725333
103614,0.802000
103814,0.789333
104014,0.649333
104214,0.798333
104414,0.756667
104614,0.818667
104814,0.691000
105014,0.661000
105214,0.747667
105414,0.644333
105614,0.781000
105814,0.816667
106014,0.759667
106214,0.714667
106414,0.844667
106614,0.700667
106814,0.765333
107014,0.719333
107214,0.792333
107414,0.680333
107614,0.776000
107814,0.840000
108014,0.770667
108214,0.820667
108414,0.675000
108614,0.671333
108814,0.741667
109014,0.811667
109214,0.738000
109414,0.794333
109614,0.757333
109814,0.741333
110014,0.826000
110214,0.738000
110414,0.703667
110614,0.752667
110814,0.814000
111014,0.924667
111214,0.854000
111414,0.801333
111614,0.921000
111814,0.815000
112014,0.720000
112214,0.774667
112414,0.833000
112614,0.784667
112814,0.774000
113014,0.864000
113214,0.826000
113414,0.909333
113614,0.800667
113814,0.647000
114014,0.813333
114214,0.837000
114414,0.877333
114614,0.822000
114814,0.927000
115014,0.769000
115214,0.923000
115414,0.847667
115614,0.724000
115814,0.747667
116014,0.897000
116214,0.793000
116414,0.866667
116614,0.885333
116814,0.798333
117014,0.871667
117214,0.840333
117414,0.730000
117614,0.820000
117814,0.886667
118014,0.927000
118214,0.948333
118414,0.923333
118614,0.927333
118814,0.912333
119014,0.870000
119214,0.732000
119414,0.807333
119614,0.835333
119814,0.863667
120014,0.781667
120214,0.795667
120414,0.754000
120614,0.864667
120814,0.761000
121014,0.755000
121214,0.809333
121414,0.858667
121614,0.904667
121814,0.902000
122014,0.959667
122214,0.838333
122414,0.946000
122614,0.804000
122814,0.852333
123014,0.811667
123214,0.989667
123414,0.902333
123614,0.889333
123814,0.990667
124014,0.882667
124214,0.806667
124414,0.778667
124614,0.927333
124814,1.002000
125014,0.755667
125214,0.887333
125414,0.855000
125614,0.800000
125814,0.947000
126014,0.791667
126214,0.807000
126414,0.885333
126614,0.864000
126814,0.917000
127014,0.746000
127214,0.945000
127414,1.038000
127614,0.906000
127814,0.832000
128014,0.786333
128214,0.882333
128414,0.989667
128614,0.846000
128814,0.903000
129014,1.002667
129214,1.005667
129414,0.947667
129614,0.755000
129814,0.839667
130014,0.917000
130214,0.949000
130414,0.989667
130614,0.979000
130814,0.897333
131014,1.042000
131214,0.852667
131414,0.893000
131614,1.011000
131814,0.978333
132014,0.949333
132214,0.909667
132414,1.050333
132614,0.987333
132814,1.024000
133014,0.950667
133214,0.842667
133414,0.970333
133614,0.905000
133814,0.862667
134014,1.002333
134214,0.912667
134414,1.051667
134614,0.993000
134814,0.810000
135014,0.883333
135214,1.012000
135414,1.051667
135614,1.070667
135814,1.065333
136014,1.033667
136214,0.907000
136414,0.934333
136614,0.805667
136814,0.862333
137014,0.972000
137214,0.927667
137414,1.095000
137614,0.990333
137814,0.870667
138014,1.064333
138214,1.006000
138414,0.931667
138614,0.977333
138814,1.003667
139014,1.090333
139214,1.020667
139414,0.982333
139614,0.989333
139814,0.940000
140014,0.894667
140214,1.006000
140414,0.911000
140614,1.024333
140814,1.022000
141014,1.034000
141214,1.046667
141414,1.057667
141614,0.829667
141814,0.926333
142014,0.952667
142214,1.071667
142414,1.065000
142614,1.032333
142814,1.024000
143014,0.935667
143214,1.009667
143414,0.821000
143614,1.111667
143814,1.009333
144014,0.954000
144214,1.016667
144414,1.016000
144614,0.975333
144814,0.924333
145014,0.859667
145214,0.944667
145414,1.025667
145614,1.150333
145814,0.985000
146014,1.121667
146214,1.259667
146414,0.999333
146614,0.907000
146814,1.007667
147014,1.094667
147214,1.052667
147414,1.057000
147614,1.054333
147814,1.106333
148014,1.036000
148214,0.897667
148414,1.025333
148614,0.994333
148814,0.993000
149014,0.988333
149214,0.983333
149414,0.989333
149614,1.070000
149814,0.916667
150014,0.917000
150214,1.015333
150414,1.056000
150614,1.111667
150814,1.055000
151014,1.133667
151214,1.186000
151414,1.072000
151614,0.963333
151814,1.063000
152014,1.044000
152214,1.143667
152414,1.134000
152614,0.974333
152814,1.083000
153014,1.199000
153214,1.024000
153414,1.162333
153614,1.066000
153814,1.065667
154014,1.172000
154214,1.168667
154414,1.146333
154614,0.982667
154814,1.025333
155014,0.955000
155214,0.957000
155414,1.119667
155614,0.927667
155814,1.027667
156014,1.178000
156214,1.119000
156414,1.118000
156614,1.047333
156814,0.933000
157014,1.042667
157214,1.007000
157414,1.142000
157614,1.233667
157814,1.266667
158014,1.138000
158214,1.003667
158414,1.141667
158614,1.220000
158814,1.180000
159014,1.005667
159214,1.111000
159414,1.207333
159614,1.105333
159814,1.152000
160014,0.938333
160214,0.982667
160414,1.213333
160614,1.057667
160814,1.039000
161014,1.227667
161214,1.096333
161414,1.072667
161614,1.082333
161814,0.947667
162014,1.156000
162214,1.169000
162414,1.143667
162614,1.010000
162814,1.160000
163014,1.240333
163214,1.177667
163414,1.004000
163614,1.047333
163814,1.060000
164014,1.297333
164214,1.087000
164414,1.232000
164614,1.076667
164814,1.058333
165014,1.097000
165214,1.000333
165414,1.264667
165614,1.269000
165814,1.219667
166014,1.202667
166214,1.192000
166414,1.236333
166614,1.075667
166814,1.051667
167014,1.133000
167214,1.229667
167414,1.372333
167614,1.263667
167814,1.415000
168014,1.264333
168214,1.089667
168414,1.068667
168614,1.307333
168814,1.148333
169014,1.221000
169214,1.229000
169414,1.147667
169614,1.301667
169814,1.063000
170014,1.194000
170214,1.076000
170414,1.281000
170614,1.191667
170814,1.129333
171014,1.128333
171214,1.205333
171414,1.186667
171614,1.088333
171814,1.153667
172014,1.298333
172214,1.387333
172414,1.355667
172614,1.297333
172814,1.126667
173014,1.248000
173214,1.029667
173414,1.183667
173614,1.225667
173814,1.133333
174014,1.278333
174214,1.096667
174414,1.188667
174614,1.204000
174814,1.170000
175014,1.111667
175214,1.150333
175414,1.261667
175614,1.300667
175814,1.361667
176014,1.281000
176214,1.267667
176414,1.165000
176614,1.084667
176814,1.218667
177014,1.150667
177214,1.139667
177414,1.321333
177614,1.255000
177814,1.218000
178014,1.324667
178214,1.051333
178414,1.230000
178614,1.181333
178814,1.313000
179014,1.253667
179214,1.288333
179414,1.299000
179614,1.363000
179814,1.120000
180014,1.286667
180214,1.393000
180414,1.276667
180614,1.430333
180814,1.129333
181014,1.257667
181214,1.359667
181414,1.197000
181614,1.226000
181814,1.304667
182014,1.355333
182214,1.246667
182414,1.201333
182614,1.361333
182814,1.463333
183014,1.151667
183214,1.313000
183414,1.286333
183614,1.355667
183814,1.422333
184014,1.459333
184214,1.113000
184414,1.377667
184614,1.099667
184814,1.344667
185014,1.205333
185214,1.306000
185414,1.211667
185614,1.342000
185814,1.359333
186014,1.226667
186214,1.136333
186414,1.283667
186614,1.482000
186814,1.357667
187014,1.331333
187214,1.251667
187414,1.382667
187614,1.339333
187814,1.183667
188014,1.346333
188214,1.313333
188414,1.338667
188614,1.255333
188814,1.454667
189014,1.348667
189214,1.345333
189414,1.179333
189614,1.274667
189814,1.193667
190014,1.114333
190214,1.316333
190414,1.298667
190614,1.318333
190814,1.450000
191014,1.337333
191214,1.255000
191414,1.392000
191614,1.321333
191814,1.402000
192014,1.353667
192214,1.390000
192414,1.435667
192614,1.296333
192814,1.236333
193014,1.448000
193214,1.163667
193414,1.376333
193614,1.278000
193814,1.455000
194014,1.646000
194214,1.246333
194414,1.282667
194614,1.384333
194814,1.631000
195014,1.378333
195214,1.411667
195414,1.497000
195614,1.398333
195814,1.114333
196014,1.301333
196214,1.405333
196414,1.357667
196614,1.506333
196814,1.427667
197014,1.518667
197214,1.303667
197414,1.335667
197614,1.347333
197814,1.369000
198014,1.398000
198214,1.487667
198414,1.504333
198614,1.302000
198814,1.505000
199014,1.183333
199214,1.304667
199414,1.456333
199614,1.519333
199814,1.425667
200014,1.281667
200214,1.417667
200414,1.472000
200614,1.315667
200814,1.462000
201014,1.327333
201214,1.369000
201414,1.266333
201614,1.384000
201814,1.383000
202014,1.414333
202214,1.218667
202414,1.258000
202614,1.252333
202814,1.456000
203014,1.217667
203214,1.416000
203414,1.535000
203614,1.340333
203814,1.484000
204014,1.348667
204214,1.384000
204414,1.569667
204614,1.605333
204814,1.192667
205014,1.370333
205214,1.226000
205414,1.412333
205614,1.486000
205814,1.398667
206014,1.629667
206214,1.317000
206414,1.273333
206614,1.415667
206814,1.205000
207014,1.450667
207214,1.284000
207414,1.540667
207614,1.451667
207814,1.383000
208014,1.388333
208214,1.515667
208414,1.274667
208614,1.403667
208814,1.512333
209014,1.397000
209214,1.504333
209414,1.484667
209614,1.637333
209814,1.508000
210014,1.235000
210214,1.468000
210414,1.346000
210614,1.615667
210814,1.497667
211014,1.490000
211214,1.676667
211414,1.555333
211614,1.306000
211814,1.454667
212014,1.591667
212214,1.377667
212414,1.481667
212614,1.306667
212814,1.639333
213014,1.418333
213214,1.362000
213414,1.469333
213614,1.635000
213814,1.513000
214014,1.279000
214214,1.655333
214414,1.457667
214614,1.329333
214814,1.449333
215014,1.464000
215214,1.381333
215414,1.531000
215614,1.480667
215814,1.376667
216014,1.654333
216214,1.293000
216414,1.671333
216614,1.667667
216814,1.758667
217014,1.718000
217214,1.395000
217414,1.502000
217614,1.261667
217814,1.404333
218014,1.674000
218214,1.636000
218414,1.500667
218614,1.636333
218814,1.604333
219014,1.388000
219214,1.311333
219414,1.501000
219614,1.541333
219814,1.653000
220014,1.698333
220214,1.596000
220414,1.577667
220614,1.424667
220814,1.625000
221014,1.900000
221214,1.515667
221414,1.541000
221614,1.620333
221814,1.500667
222014,1.299000
222214,1.567667
222414,1.449000
222614,1.634667
222814,1.619333
223014,1.632000
223214,1.620000
223414,1.373000
223614,1.488667
223814,1.685333
224014,1.753000
224214,1.595333
224414,1.438333
224614,1.470000
224814,1.538000
225014,1.368667
225214,1.570000
225414,1.512667
225614,1.515333
225814,1.598667
226014,1.546333
226214,1.667000
226414,1.339667
226614,1.480667
226814,1.607667
227014,1.763333
227214,1.604333
227414,1.448333
227614,1.505000
227814,1.553333
228014,1.351333
228214,1.474333
228414,1.573333
228614,1.568333
228814,1.830667
229014,1.357333
229214,1.484333
229414,1.471000
229614,1.627333
229814,1.658000
230014,1.642333
230214,1.737000
230414,1.593333
230614,1.514333
230814,1.341667
231014,1.482000
231214,1.839333
231414,1.785667
231614,1.980000
231814,1.816667
232014,1.482333
232214,1.314000
232414,1.722333
232614,1.677000
232814,1.819667
233014,1.664667
233214,1.512667
233414,1.599333
233614,1.436000
233814,1.647333
234014,1.754667
234214,1.590333
234414,1.746333
234614,1.652333
234814,1.951000
235014,1.332000
235214,1.768333
235414,1.458667
235614,1.561000
235814,1.633000
236014,1.530667
236214,1.977333
236414,1.523333
236614,1.515667
236814,1.532333
237014,1.720000
237214,1.339667
237414,1.789333
237614,1.739000
237814,2.027667
238014,1.481000
238214,1.534667
238414,1.539667
238614,1.707333
238814,1.914667
239014,1.680000
239214,1.642667
239414,1.692000
239614,1.543333
239814,1.472000
240014,1.765667
240214,1.721667
240414,1.871000
240614,1.702667
240814,1.784333
241014,1.428333
241214,1.555000
241414,1.661333
241614,1.799667
241814,1.717000
242014,1.799667
242214,1.634000
242414,1.519000
242614,1.467333
242814,1.677667
243014,1.933667
243214,1.798333
243414,1.428000
243614,1.792667
243814,1.690333
244014,1.615000
244214,1.568000
244414,1.573333
244614,1.801000
244814,1.912000
245014,1.476000
245214,1.690000
245414,1.537667
245614,1.779333
245814,1.987333
246014,1.666667
246214,1.602667
246414,1.728667
246614,1.741667
246814,1.457333
247014,1.598000
247214,1.738000
247414,1.835333
247614,1.922667
247814,2.034667
248014,1.638333
248214,1.536667
248414,1.587667
248614,1.855333
248814,1.965000
249014,1.516667
249214,1.725667
249414,1.921000
249614,1.688333
249814,1.543000
250014,1.592333
250214,1.621667
250414,1.745333
250614,1.723000
250814,1.887000
251014,1.657667
251214,1.490333
251414,1.630000
251614,1.690667
251814,1.720000
252014,1.967667
252214,1.998333
252414,1.699667
252614,1.532667
252814,1.791000
253014,1.908333
253214,1.499667
253414,1.699667
253614,1.719000
253814,1.829000
254014,1.495333
254214,1.826333
254414,1.715667
254614,1.624667
254814,1.845000
255014,2.013000
255214,1.929000
255414,1.608000
255614,1.640667
255814,1.827000
256014,1.717000
256214,1.997333
256414,1.588333
256614,1.690333
256814,1.625000
257014,1.813333
257214,1.704000
257414,1.820667
257614,1.792333
257814,1.976000
258014,1.904333
258214,1.631667
258414,1.544000
258614,1.758333
258814,1.927333
259014,1.752667
259214,1.922667
259414,1.629667
259614,1.745667
259814,1.578667
260014,1.771333
260214,1.984667
260414,1.849667
260614,1.883333
260814,1.879667
261014,1.653333
261214,1.934000
261414,1.721000
261614,1.814667
261814,1.830000
262014,1.724000
262214,1.866000
262414,1.550000
262614,1.744667
262814,1.686333
263014,1.755333
263214,1.864333
263414,1.836000
263614,1.869333
263814,1.593667
264014,1.560333
264214,1.799667
264414,1.950000
264614,1.936000
264814,1.908000
265014,2.146667
265214,1.605333
265414,1.665667
265614,1.840333
265814,1.943667
266014,1.899000
266214,2.130000
266414,1.688667
266614,1.717333
266814,1.904000
267014,1.819000
267214,1.963667
267414,1.745333
267614,1.895000
267814,2.166667
268014,1.620333
268214,1.615000
268414,1.960333
268614,2.218000
268814,1.565000
269014,1.908333
269214,2.021667
269414,1.541333
269614,1.937333
269814,1.858000
270014,1.905000
270214,1.789667
270414,1.877667
270614,1.814667
270814,1.617333
271014,1.941667
271214,1.795667
271414,2.104333
271614,1.897000
271814,2.009000
272014,1.836333
272214,1.769667
272414,2.046333
272614,1.872667
272814,2.033000
273014,1.680000
273214,1.852000
273414,1.799000
273614,1.867333
273814,1.973000
274014,2.003000
274214,1.877333
274414,2.176333
274614,2.095667
274814,1.680000
275014,1.824000
275214,1.607000
275414,1.947333
275614,2.122667
275814,1.838000
276014,1.932667
276214,1.662667
276414,1.850333
276614,1.762333
276814,1.941000
277014,1.838000
277214,1.847333
277414,2.118667
277614,1.640000
277814,1.967333
278014,1.830333
278214,1.747333
278414,2.123000
278614,1.817333
278814,2.072000
279014,1.611333
279214,1.881667
279414,1.704667
279614,2.036667
279814,1.913333
280014,2.237667
280214,1.986333
280414,1.885000
280614,1.821333
280814,1.976000
281014,2.000333
281214,1.819000
281414,1.951333
281614,2.138333
281814,1.678000
282014,1.731000
282214,2.017000
282414,2.135000
282614,1.961333
282814,2.157000
283014,1.823000
283214,1.857000
283414,2.163333
283614,2.002333
283814,2.326667
284014,2.213333
284214,2.087667
284414,1.710667
284614,1.890000
284814,1.867333
285014,2.084000
285214,2.102667
285414,1.891667
285614,1.905333
285814,1.671667
286014,2.107667
286214,1.686667
286414,1.817333
286614,1.881333
286814,1.969333
287014,2.015333
287214,1.739333
287414,2.101667
287614,2.115000
287814,2.270667
288014,2.163000
288214,2.487333
288414,1.866667
288614,2.114333
288814,2.273333
289014,2.141667
289214,2.495667
289414,2.505333
289614,1.795333
289814,2.031333
290014,1.779000
290214,1.794333
290414,1.884000
290614,2.037000
290814,2.327333
291014,1.780667
291214,1.900333
291414,2.148333
291614,2.084000
291814,2.129000
292014,1.886667
292214,1.885667
292414,1.750000
292614,1.857667
292814,2.120000
293014,2.277000
293214,2.132333
293414,1.937333
293614,2.139000
293814,1.909333
294014,1.948000
294214,1.806333
294414,1.777333
294614,2.199000
294814,2.065333
295014,2.044000
295214,1.914000
295414,2.287333
295614,1.926667
295814,1.987000
296014,2.114000
296214,2.253667
296414,1.948333
296614,2.088333
296814,1.972000
297014,1.936000
297214,2.052000
297414,2.065667
297614,2.193333
297814,1.934667
298014,1.880000
298214,1.971667
298414,2.235000
298614,2.235000
298814,2.368000
299014,1.889000
299214,1.815667
299414,1.868667
299614,1.840000
299814,1.930667
300014,1.931667
300214,2.053333
300414,2.274000
300614,2.044333
300814,1.876667
301014,2.079667
301214,1.892333
301414,2.238000
301614,2.292000
301814,1.953667
302014,1.886000
302214,1.862000
302414,2.034000
302614,2.353667
302814,2.235667
303014,1.902000
303214,2.366333
303414,1.727000
303614,2.195667
303814,1.844000
304014,2.072333
304214,2.000667
304414,2.076000
304614,1.932000
304814,1.907667
305014,1.926000
305214,1.921333
305414,2.099333
305614,2.343667
305814,2.180667
306014,2.020333
306214,1.784667
306414,2.098333
306614,1.887667
306814,1.994000
307014,2.126333
307214,2.473667
307414,1.758333
307614,2.086667
307814,2.138333
308014,2.242000
308214,1.874333
308414,1.856000
308614,1.929667
308814,1.973667
309014,1.956000
309214,2.274333
309414,1.987000
309614,2.038667
309814,2.041333
310014,2.421333
310214,1.885667
310414,1.931000
310614,2.037000
310814,2.298667
311014,1.939667
311214,2.137667
311414,2.029333
311614,1.983000
311814,2.066333
312014,2.034000
312214,2.130333
312414,2.286333
312614,2.243000
312814,1.915667
313014,1.985667
313214,2.213000
313414,2.257333
313614,2.222000
313814,2.051667
314014,2.253000
314214,2.042000
314414,1.983000
314614,2.066000
314814,2.031667
315014,1.899000
315214,1.975667
315414,2.421000
315614,1.997000
315814,1.976667
316014,2.187667
316214,2.332667
316414,2.439667
316614,2.054333
316814,1.849000
317014,1.982000
317214,2.078000
317414,2.193667
317614,2.306333
317814,2.066000
318014,2.439667
318214,2.244667
318414,2.055000
318614,2.089333
318814,2.355000
319014,2.309667
319214,1.868000
319414,2.224333
319614,2.010333
319814,2.001333
320014,2.298000
320214,2.000667
320414,2.040000
320614,2.205333
320814,2.358000
321014,1.997667
321214,2.137667
321414,1.974667
321614,2.159333
321814,2.183333
322014,2.407667
322214,2.142667
322414,2.098667
322614,2.275333
322814,2.326333
323014,2.049000
323214,1.952000
323414,2.332000
323614,2.400667
323814,2.066667
324014,2.169000
324214,2.281333
324414,2.243000
324614,2.010667
324814,2.004333
325014,2.229667
325214,2.002333
325414,2.020333
325614,2.435333
325814,2.106333
326014,2.367667
326214,2.252333
326414,2.297333
326614,2.021667
326814,2.480333
327014,2.236333
327214,2.037000
327414,2.111667
327614,2.464333
327814,1.886000
328014,2.220333
328214,2.245333
328414,2.423000
328614,1.948667
328814,2.047000
329014,2.339667
329214,1.950333
329414,2.425000
329614,1.909333
329814,2.229000
330014,2.360000
330214,2.078333
330414,2.116000
330614,2.183667
330814,2.026000
331014,2.620333
331214,2.206667
331414,2.263667
331614,2.291333
331814,2.248667
332014,2.341000
332214,2.507333
332414,2.292000
332614,2.398667
332814,2.434000
333014,2.413667
333214,1.902667
333414,2.326000
333614,2.424667
333814,2.403000
334014,2.367333
334214,2.486333
334414,2.364333
334614,2.069000
334814,2.117667
335014,2.364667
335214,2.542000
335414,2.222667
335614,2.218333
335814,2.215667
336014,2.124333
336214,2.563333
336414,2.152000
336614,2.587333
336814,2.488333
337014,2.010000
337214,2.115667
337414,2.273667
337614,2.611667
337814,2.066333
338014,2.212000
338214,2.377667
338414,2.033333
338614,2.461333
338814,2.259333
339014,2.239333
339214,2.473333
339414,1.947000
339614,2.191333
339814,2.420667
340014,2.221000
340214,2.481000
340414,2.437333
340614,2.227000
340814,2.056333
341014,2.212000
341214,2.212000
341414,2.306333
341614,2.204000
341814,2.318333
342014,2.448333
342214,2.153000
342414,2.093667
342614,2.648000
342814,2.140333
343014,2.277667
343214,2.566667
343414,2.114333
343614,2.258000
343814,2.337667
344014,2.463333
344214,2.487333
344414,2.240000
344614,2.495667
344814,2.248000
345014,2.419000
345214,2.613667
345414,2.222000
345614,2.777000
345814,2.479000
346014,1.958667
346214,2.483000
346414,2.190667
346614,2.196667
346814,2.336000
347014,2.601667
347214,2.263000
347414,2.528333
347614,2.486667
347814,2.034667
348014,2.650667
348214,2.166333
348414,2.143000
348614,2.097000
348814,2.190000
349014,2.023667
349214,2.292667
349414,2.235333
